prohibited_ingredient_list_final
Name;Name;Product type, body parts;Maximum Threshold
Trioxysalen;Trioxysalen;Sun protection products and bronzing products;1 mg/kg
Furocoumarines;Furocoumarines;Sun protection products and bronzing products;1 mg/kg
8-Methoxypsoralen;8-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
5-Methoxypsoralen;5-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
Safrole;Safrole;Products for dental and oral hygiene;50 ppm
Hydrazinium(2+) sulphate;Salts of hydrazine;All cosmetic products;0%
Hydrazinium acetate;Salts of hydrazine;All cosmetic products;0%
Hydrazine, hydriodide (3:2);Salts of hydrazine;All cosmetic products;0%
Compound of carbonic acid with hydrazine(1:2);Salts of hydrazine;All cosmetic products;0%
Hydrazinium dihydrogen phosphate;Salts of hydrazine;All cosmetic products;0%
Hydrazine, diperchlorate;Salts of hydrazine;All cosmetic products;0%
Hydrazinium chloride;Salts of hydrazine;All cosmetic products;0%
Hydrazinium sulphamate;Salts of hydrazine;All cosmetic products;0%
Hydrazine perchlorate;Salts of hydrazine;All cosmetic products;0%
Hydrazine, dihydrobromide, dihydrate;Salts of hydrazine;All cosmetic products;0%
Dihydrazinium sulphate;Salts of hydrazine;All cosmetic products;0%
Hydrazine Acetate;Salts of hydrazine;All cosmetic products;0%
Hydrazinium bromide;Salts of hydrazine;All cosmetic products;0%
Hydrazine, monohydriodide;Salts of hydrazine;All cosmetic products;0%
Hydrazine, dinitrate;Salts of hydrazine;All cosmetic products;0%
Hydrazine difluoride;Salts of hydrazine;All cosmetic products;0%
Dithiocarbazic acid, compound with hydrazine (1:1);Salts of hydrazine;All cosmetic products;0%
Hydrazine dihydrobromide;Salts of hydrazine;All cosmetic products;0%
Hydrazine, sulfate;Salts of hydrazine;All cosmetic products;0%
Hydrazine tartrate;Salts of hydrazine;All cosmetic products;0%
Hydrazinium nitrate;Salts of hydrazine;All cosmetic products;0%
Nitroformic acid, compound with hydrazine (1:1);Salts of hydrazine;All cosmetic products;0%
Hydrazine, phosphate;Salts of hydrazine;All cosmetic products;0%
Hydrazine, sulfate (2:1), monohydrate;Salts of hydrazine;All cosmetic products;0%
Hydrazine, hydrochloride;Salts of hydrazine;All cosmetic products;0%
Hydrazine, nitrate;Salts of hydrazine;All cosmetic products;0%
Hydrazine, phosphate (2:1);Salts of hydrazine;All cosmetic products;0%
Salts of hydrazides;Salts of hydrazides;All cosmetic products;0%
Salts of hydrastinine;Salts of hydrastinine;All cosmetic products;0%
Salts of hydrastine;Salts of hydrastine;All cosmetic products;0%
Salts of HC Red No 8;Salts of HC Red No 8;All cosmetic products;0%
Salts of guanethidine;Salts of guanethidine;All cosmetic products;0%
Salts of glutethimide;Salts of glutethimide;All cosmetic products;0%
Salts of ethyl bis(4-hydroxy-2-oxo-1-benzopyran-3-yl)acetic acid;Salts of ethyl bis(4-hydroxy-2-oxo-1-benzopyran-3-yl)acetic acid;All cosmetic products;0%
Salts of ethoheptazine;Salts of ethoheptazine;All cosmetic products;0%
Salts of eserine;Salts of eserine;All cosmetic products;0%
Salts of ephedrine;Salts of ephedrine;All cosmetic products;0%
Salts of emetine;Salts of emetine;All cosmetic products;0%
Salts of doxylamine;Salts of doxylamine;All cosmetic products;0%
Salts of diphenylpyraline;Salts of diphenylpyraline;All cosmetic products;0%
Salts of diphenhydramine;Salts of diphenhydramine;All cosmetic products;0%
Salts of dioxethedrin;Salts of dioxethedrin;All cosmetic products;0%
Salts of dimevamide;Salts of dimevamide;All cosmetic products;0%
Salts of dextromethorphan;Salts of dextromethorphan;All cosmetic products;0%
Salts of decamethylenebis(trimethylammonium);Salts of decamethylenebis(trimethylammonium);All cosmetic products;0%
Salts of cyclophosphamide;Salts of cyclophosphamide;All cosmetic products;0%
Salts of cyclomenol;Salts of cyclomenol;All cosmetic products;0%
Salts of cyclizine;Salts of cyclizine;All cosmetic products;0%
Salts of colchicine;Salts of colchicine;All cosmetic products;0%
Salts of cinchophen derivatives;Salts of cinchophen derivatives;All cosmetic products;0%
Salts of cinchophen;Salts of cinchophen;All cosmetic products;0%
Salts of cinchocaine;Salts of cinchocaine;All cosmetic products;0%
Salts of chromic acid;Salts of chromic acid;All cosmetic products;0%
Salts of chlorprothixene;Salts of chlorprothixene;All cosmetic products;0%
Salts of chlormethine;Salts of chlormethine;All cosmetic products;0%
Salts of cephaeline;Salts of cephaeline;All cosmetic products;0%
Salts of caramiphen;Salts of caramiphen;All cosmetic products;0%
Salts of butopiprine;Salts of butopiprine;All cosmetic products;0%
Salts of butanilicaine;Salts of butanilicaine;All cosmetic products;0%
Salts of brompheniramine;Salts of brompheniramine;All cosmetic products;0%
Salts of boric acid;Salts of boric acid;All cosmetic products;0%
Salts of biphenyl-4-ylamine;Salts of biphenyl-4-ylamine;All cosmetic products;0%
Salts of betoxycaine;Salts of betoxycaine;All cosmetic products;0%
Salts of benzatropine;Salts of benzatropine;All cosmetic products;0%
Salts of bemegride;Salts of bemegride;All cosmetic products;0%
Salts of azacyclonol;Salts of azacyclonol;All cosmetic products;0%
Salts of atropine;Salts of atropine;All cosmetic products;0%
Salts of Aristolochic acid;Salts of Aristolochic acid;All cosmetic products;0%
Salts of apomorphine;Salts of apomorphine;All cosmetic products;0%
Salts of aniline;Salts of aniline;All cosmetic products;0%
Anilinium chloride;Salts of aniline;All cosmetic products;0%
Anilinium acetate;Salts of aniline;All cosmetic products;0%
Aniline;Salts of aniline;All cosmetic products;0%
Benzenesulfonic acid, 2(or 4)-methyl-, compd. with benzenamine (1:1);Salts of aniline;All cosmetic products;0%
Phthalic acid, compound with aniline (1:1);Salts of aniline;All cosmetic products;0%
Anilinium bromide;Salts of aniline;All cosmetic products;0%
Anilinium p-tolylsulphonate;Salts of aniline;All cosmetic products;0%
Anilinetrifluoroboron;Salts of aniline;All cosmetic products;0%
Benzenesulfonic acid, 2,2'-dithiobis(5-methyl-, compd. with benzenamine (1:2);Salts of aniline;All cosmetic products;0%
Anilinium dihydrogen phosphate;Salts of aniline;All cosmetic products;0%
Dianilinium sulphate;Salts of aniline;All cosmetic products;0%
2,6-dichloro-4-amino-(1,1,2,2-tetrafluoroethoxy)benzene;Salts of aniline;All cosmetic products;0%
Salts of amitriptyline;Salts of amitriptyline;All cosmetic products;0%
Salts of aminocaproic acid;Salts of aminocaproic acid;All cosmetic products;0%
Salts of alloclamide;Salts of alloclamide;All cosmetic products;0%
Salts of aconitine (principal alkaloid of Aconitum napellus L.);Salts of aconitine (principal alkaloid of Aconitum napellus L.);All cosmetic products;0%
Salts of [oxalylbis(iminoethylene)]bis[(o-chlorobenzyl)diethylammonium];Salts of [oxalylbis(iminoethylene)]bis[(o-chlorobenzyl)diethylammonium];All cosmetic products;0%
Salts of [4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]acetic acid;Salts of [4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]acetic acid;All cosmetic products;0%
Salts of 4-methyl-m-phenylenediamine;Salts of 4-methyl-m-phenylenediamine;All cosmetic products;0%
Salts of 4-ethoxy-m-phenylenediamine;Salts of 4-ethoxy-m-phenylenediamine;All cosmetic products;0%
Salts of 4-aminosalicylic acid;Salts of 4-aminosalicylic acid;All cosmetic products;0%
Salts of 4,4'-thiodianiline;"Salts of 4,4&#39;-thiodianiline";All cosmetic products;0%
Salts of 4,4'-oxydianiline;"Salts of 4,4&#39;-oxydianiline";All cosmetic products;0%
Salts of 4,4'-carbonimidoylbis[N,N-dimethylaniline];"Salts of 4,4&#39;-carbonimidoylbis[N,N-dimethylaniline]";All cosmetic products;0%
Salts of 3,4,5-trimethoxyphenethylamine;Salts of 3,4,5-trimethoxyphenethylamine;All cosmetic products;0%
Salts of 3,3'-dimethoxybenzidine;"Salts of 3,3&#39;-dimethoxybenzidine";All cosmetic products;0%
Salts of 2-naphthylamine;Salts of 2-naphthylamine;All cosmetic products;0%
Salts of 2-methylheptylamine;Salts of 2-methylheptylamine;All cosmetic products;0%
Salts of 2-diethylaminoethyl 3-hydroxy-4-phenylbenzoate;Salts of 2-diethylaminoethyl 3-hydroxy-4-phenylbenzoate;All cosmetic products;0%
Salts of 2-aminophenol;Salts of 2-aminophenol;All cosmetic products;0%
Salts of 2-amino-1,2-bis(4-methoxyphenyl)ethanol;Salts of 2-amino-1,2-bis(4-methoxyphenyl)ethanol;All cosmetic products;0%
Salts of 2-(4-allyl-2-methoxyphenoxy)-N,N-diethylacetamide;Salts of 2-(4-allyl-2-methoxyphenoxy)-N,N-diethylacetamide;All cosmetic products;0%
Salts of 2,4-diaminophenylethanol;Salts of 2,4-diaminophenylethanol;All cosmetic products;0%
Salts of 2,2,6-trimethyl-4-piperidyl benzoate;Salts of 2,2,6-trimethyl-4-piperidyl benzoate;All cosmetic products;0%
Salts of 1-naphthylamine;Salts of 1-naphthylamine;All cosmetic products;0%
Salts of 1-methoxy-2,5-diaminobenzene;Salts of 1-methoxy-2,5-diaminobenzene;All cosmetic products;0%
Salts of 1-methoxy-2,4-diaminobenzene;Salts of 1-methoxy-2,4-diaminobenzene;All cosmetic products;0%
Salts of 1-dimethylaminomethyl-1-methylpropyl benzoate;Salts of 1-dimethylaminomethyl-1-methylpropyl benzoate;All cosmetic products;0%
Salts of 1,3-dimethylpentylamine;Salts of 1,3-dimethylpentylamine;All cosmetic products;0%
Salts of 1,1-bis(dimethylaminomethyl)propyl benzoate;Salts of 1,1-bis(dimethylaminomethyl)propyl benzoate;All cosmetic products;0%
Salts of (R)-1-(2-piperidyl)acetone;Salts of (R)-1-(2-piperidyl)acetone;All cosmetic products;0%
Salts of (2-acetoxyethyl)trimethylammonium hydroxide;Salts of (2-acetoxyethyl)trimethylammonium hydroxide;All cosmetic products;0%
Salts and esters of dinoterb;Salts and esters of dinoterb;All cosmetic products;0%
2-tert-butyl-4,6-dinitrophenyl acetate;Salts and esters of dinoterb;All cosmetic products;0%
Salts and esters of dinoseb;Salts and esters of dinoseb;All cosmetic products;0%
2-sec-butyl-4,6-dinitrophenol, compound with 1-aminopropan-2-ol (1:1);Salts and esters of dinoseb;All cosmetic products;0%
Dinoseb acetate;Salts and esters of dinoseb;All cosmetic products;0%
Binapacryl;Salts and esters of dinoseb;All cosmetic products;0%
Ammonium 2-sec-butyl-4,6-dinitrophenolate;Salts and esters of dinoseb;All cosmetic products;0%
2-sec-butyl-4,6-dinitrophenol, compound with 2,2'-iminodiethanol (1:1);Salts and esters of dinoseb;All cosmetic products;0%
2-sec-butyl-4,6-dinitrophenol, compound with 2,2',2''-nitrilotriethanol (1:1);Salts and esters of dinoseb;All cosmetic products;0%
Sodium 2-(1-methylpropyl)-4,6-dinitrophenolate;Salts and esters of dinoseb;All cosmetic products;0%
Resorcinol diglycidyl ether;Resorcinol diglycidyl ether;All cosmetic products;0%
Residues, steam cracked, thermally treated;Residues, steam cracked, thermally treated;All cosmetic products;0%
Residues (petroleum), vacuum, light;Residues (petroleum), vacuum, light;All cosmetic products;0%
Residues (petroleum), topping plant, low-sulfur;Residues (petroleum), topping plant, low-sulfur;All cosmetic products;0%
Residues (petroleum), thermal cracked;Residues (petroleum), thermal cracked;All cosmetic products;0%
Residues (petroleum), steam-cracked, resinous;Residues (petroleum), steam-cracked, resinous;All cosmetic products;0%
Residues (petroleum), steam-cracked, distillates;Residues (petroleum), steam-cracked, distillates;All cosmetic products;0%
Residues (petroleum), steam-cracked naphtha distn.;Residues (petroleum), steam-cracked naphtha distn.;All cosmetic products;0%
Residues (petroleum), steam-cracked light;Residues (petroleum), steam-cracked light;All cosmetic products;0%
Residues (petroleum), steam-cracked heat-soaked naphtha;Residues (petroleum), steam-cracked heat-soaked naphtha;All cosmetic products;0%
Residues (petroleum), steam-cracked;Residues (petroleum), steam-cracked;All cosmetic products;0%
Residues (petroleum), light vacuum;Residues (petroleum), light vacuum;All cosmetic products;0%
Residues (petroleum), hydrogenated steam-cracked naphtha;Residues (petroleum), hydrogenated steam-cracked naphtha;All cosmetic products;0%
Residues (petroleum), hydrodesulfurised atmospheric tower;Residues (petroleum), hydrodesulfurised atmospheric tower;All cosmetic products;0%
Residues (petroleum), hydrocracked;Residues (petroleum), hydrocracked;All cosmetic products;0%
Residues (petroleum), heavy coker gas oil and vacuum gas oil;Residues (petroleum), heavy coker gas oil and vacuum gas oil;All cosmetic products;0%
Residues (petroleum), heavy coker and light vacuum;Residues (petroleum), heavy coker and light vacuum;All cosmetic products;0%
Residues (petroleum), coker scrubber, condensed-ring-arom. -contg;Residues (petroleum), coker scrubber, condensed-ring-arom. -contg;All cosmetic products;0%
Residues (petroleum), catalytic reformer fractionator residue distn.;Residues (petroleum), catalytic reformer fractionator residue distn.;All cosmetic products;0%
Residues (petroleum), catalytic reformer fractionator;Residues (petroleum), catalytic reformer fractionator;All cosmetic products;0%
Residues (petroleum), catalytic cracking;Residues (petroleum), catalytic cracking;All cosmetic products;0%
Residues (petroleum), C6-8 catalytic reformer;Residues (petroleum), C6-8 catalytic reformer;All cosmetic products;0%
Residues (petroleum), butane splitter bottoms;Residues (petroleum), butane splitter bottoms;All cosmetic products;0%
Residues (petroleum), atmospheric;Residues (petroleum), atmospheric;All cosmetic products;0%
Residues (petroleum), atm. Tower;Residues (petroleum), atm. Tower;All cosmetic products;0%
Residues (petroleum), alkylation splitter, C4-rich;Residues (petroleum), alkylation splitter, C4-rich;All cosmetic products;0%
Residues (coal), liq. solvent extn.;Residues (coal), liq. solvent extn.;All cosmetic products;0%
Residues (coal tar), creosote oil distn.;Residues (coal tar), creosote oil distn.;All cosmetic products;0%
Residues (coal tar), creosote oil distn.;Residues (coal tar), creosote oil distn.;All cosmetic products;0%
Residues (coal tar), anthracene oil distn.;Residues (coal tar), anthracene oil distn.;All cosmetic products;0%
Residual oils (petroleum), solvent-refined;Residual oils (petroleum), solvent-refined;All cosmetic products;0%
Residual oils (petroleum), solvent-dewaxed;Residual oils (petroleum), solvent-dewaxed;All cosmetic products;0%
Residual oils (petroleum), solvent deasphalted;Residual oils (petroleum), solvent deasphalted;All cosmetic products;0%
Residual oils (petroleum), hydrotreated solvent dewaxed;Residual oils (petroleum), hydrotreated solvent dewaxed;All cosmetic products;0%
Residual oils (petroleum), hydrotreated;Residual oils (petroleum), hydrotreated;All cosmetic products;0%
Residual oils (petroleum), hydrocracked acid-treated solvent-dewaxed;Residual oils (petroleum), hydrocracked acid-treated solvent-dewaxed;All cosmetic products;0%
Residual oils (petroleum), deisobutanizer tower;Residual oils (petroleum), deisobutanizer tower;All cosmetic products;0%
Residual oils (petroleum), clay-treated solvent-dewaxed;Residual oils (petroleum), clay-treated solvent-dewaxed;All cosmetic products;0%
Residual oils (petroleum), clay-treated;Residual oils (petroleum), clay-treated;All cosmetic products;0%
Residual oils (petroleum), catalytic dewaxed;Residual oils (petroleum), catalytic dewaxed;All cosmetic products;0%
Residual oils (petroleum), carbon-treated solvent-dewaxed;Residual oils (petroleum), carbon-treated solvent-dewaxed;All cosmetic products;0%
Residual oils (petroleum);Residual oils (petroleum);All cosmetic products;0%
Reaction products of paraformaldehyde with 2-hydroxypropylamine (3:2);Reaction products of paraformaldehyde with 2-hydroxypropylamine (3:2);All cosmetic products;0%
Reaction products of paraformaldehyde with 2-hydroxypropylamine (1:1);Reaction products of paraformaldehyde with 2-hydroxypropylamine (1:1);All cosmetic products;0%
Reaction products of diisopropanolamine with formaldehyde (1:4);Reaction products of diisopropanolamine with formaldehyde (1:4);All cosmetic products;0%
Reaction product of acetophenone, formaldehyde, cyclohexylamine, methanol and acetic acid;Reaction product of acetophenone, formaldehyde, cyclohexylamine, methanol and acetic acid;All cosmetic products;0%
Reaction mass of: dimethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate, diethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate, methyl ethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate;Reaction mass of: dimethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate, diethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate, methyl ethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate;All cosmetic products;0%
